country,city_slug,category_key,n
ES,iglesiarrubia,medicina,1
ES,iglesias,medicina,1
ES,igualada,mecanica,162
ES,igualada,electricidad,56
ES,igualada,fontaneria,49
ES,igualada,itv,3
ES,igualada,medicina,3
ES,iguena,medicina,1
ES,ilanes,medicina,1
ES,ines,medicina,1
ES,inigo-blasco,medicina,1
ES,iruecha,medicina,1
ES,iruelos,medicina,1
ES,irun,mecanica,103
ES,irun,itv,2
ES,irun,electricidad,1
ES,irun,fontaneria,1
ES,irun,notario,1
ES,isar,medicina,1
ES,iscar,medicina,21
ES,itero-de-la-vega,medicina,1
ES,itero-del-castillo,medicina,1
ES,itero-seco,medicina,1
ES,ituero,medicina,1
ES,ituero-de-azaba,medicina,2
ES,ituero-y-lama,medicina,1
ES,izagre,medicina,1
ES,izana,medicina,1
ES,jabares-de-los-oteros,medicina,1
ES,jaen,medicina,300
ES,jaen,veterinario,283
ES,jaen,mecanica,34
ES,jaen,electricidad,6
ES,jaen,extranjeria,6
ES,jaen,fontaneria,4
ES,jaen,psicologia,3
ES,jaen,itv,2
ES,jaen,carpinteria,2
ES,jaen,notario,1
ES,jambrina,medicina,1
ES,jaraices,medicina,1
ES,jaramillo-de-la-fuente,medicina,1
ES,jaray,medicina,1
ES,jemenuno,medicina,1
ES,jerez,medicina,94
ES,jerez,fiscal,91
ES,jerez,psicologia,82
ES,jerez,mecanica,79
ES,jerez,electricidad,73
ES,jerez,carpinteria,66
ES,jerez,fontaneria,41
ES,jerez,extranjeria,31
ES,jerez,itv,1
ES,jerez-de-la-frontera,medicina,15
ES,jerez-de-la-frontera,mecanica,12
ES,jerez-de-la-frontera,psicologia,2
ES,jerez-de-la-frontera,itv,2
ES,jerez-de-la-frontera,carpinteria,1
ES,jerez-de-la-frontera,notario,1
ES,jimenez-de-jamuz,medicina,1
ES,joara,medicina,1
ES,joarilla-de-las-matas,medicina,1
ES,jodra-de-cardos,medicina,1
ES,juarros-de-riomoros,medicina,1
ES,juarros-de-voltoya,medicina,1
ES,jubera,medicina,1
ES,judes,medicina,1
ES,junciana,medicina,1
ES,junquera-de-tera,medicina,1
ES,justel,medicina,1
ES,juzbado,medicina,3
ES,la-linea-de-la-concepcion,medicina,18
ES,la-linea-de-la-concepcion,mecanica,18
ES,la-linea-de-la-concepcion,extranjeria,13
ES,la-linea-de-la-concepcion,fiscal,8
ES,la-linea-de-la-concepcion,carpinteria,4
ES,la-linea-de-la-concepcion,fontaneria,1
ES,la-linea-de-la-concepcion,psicologia,1
ES,la-orotava,medicina,6
ES,la-orotava,mecanica,4
ES,la-orotava,itv,2
ES,la-paz,abogado,198
ES,la-rinconada,medicina,3
ES,la-rinconada,itv,2
ES,labajos,medicina,1
ES,lagartos,medicina,1
ES,lago-de-carucedo,medicina,1
ES,laguna-dalga,medicina,1
ES,laguna-de-contreras,medicina,1
ES,laguna-de-duero,medicina,40
ES,laguna-de-negrillos,medicina,2
ES,laguna-rodrigo,medicina,1
ES,lagunas-de-somoza,medicina,1
ES,lagunilla,medicina,1
ES,lagunilla-de-la-vega,medicina,1
ES,langa,medicina,3
ES,langayo,medicina,1
ES,languilla,medicina,1
ES,lantadilla,medicina,1
ES,lanzahita,medicina,2
ES,lario,medicina,1
ES,larrodrigo,medicina,1
ES,las-palmas,psicologia,126
ES,las-palmas,medicina,122
ES,las-palmas,mecanica,115
ES,las-palmas,fiscal,109
ES,las-palmas,carpinteria,98
ES,las-palmas,electricidad,72
ES,las-palmas,fontaneria,45
ES,las-palmas,extranjeria,38
ES,las-palmas,itv,16
ES,las-palmas-de-gran-canaria,medicina,124
ES,las-palmas-de-gran-canaria,mecanica,67
ES,las-palmas-de-gran-canaria,fiscal,21
ES,las-palmas-de-gran-canaria,psicologia,19
ES,las-palmas-de-gran-canaria,extranjeria,18
ES,las-palmas-de-gran-canaria,carpinteria,10
ES,las-palmas-de-gran-canaria,itv,10
ES,las-palmas-de-gran-canaria,fontaneria,4
ES,las-palmas-de-gran-canaria,electricidad,1
ES,las-rosas,abogado,4
ES,las-rozas-de-madrid,mecanica,12
ES,las-rozas-de-madrid,medicina,6
ES,las-rozas-de-madrid,extranjeria,6
ES,las-rozas-de-madrid,itv,3
ES,las-rozas-de-madrid,psicologia,2
ES,las-rozas-de-madrid,fiscal,1
ES,lastra-la,medicina,1
ES,lastras-de-cuellar,medicina,1
ES,lastras-del-pozo,medicina,1
ES,lastrilla-la,medicina,10
ES,latedo,medicina,1
ES,layna,medicina,1
ES,ledesma,medicina,4
ES,ledigos,medicina,1
ES,ledrada,medicina,1
ES,leganes,mecanica,377
ES,leganes,medicina,84
ES,leganes,fiscal,56
ES,leganes,electricidad,49
ES,leganes,psicologia,46
ES,leganes,extranjeria,36
ES,leganes,fontaneria,36
ES,leganes,carpinteria,34
ES,leganes,itv,24
ES,lences-de-bureba,medicina,1
ES,leon,medicina,648
ES,leon,mecanica,19
ES,leon,extranjeria,3
ES,leon,fontaneria,2
ES,leon,notario,2
ES,leon,electricidad,2
ES,leon,carpinteria,1
ES,leon,psicologia,1
ES,lerma,abogado,20
ES,lerma,medicina,7
ES,liceras,medicina,1
ES,liegos,medicina,1
ES,ligos,medicina,1
ES,liguerzana,medicina,1
ES,lillo-del-bierzo,medicina,1
ES,limianos-de-sanabria,medicina,1
ES,linares,medicina,48
ES,linares,mecanica,17
ES,linares,itv,2
ES,linares,extranjeria,2
ES,linares,carpinteria,1
ES,linares,electricidad,1
ES,linares-de-riofrio,medicina,7
ES,litos,medicina,1
ES,llamas-de-la-ribera,medicina,1
ES,llanaves-de-la-reina,medicina,1
ES,llanillo,medicina,1
ES,llano-de-olmedo,medicina,1
ES,llanos-de-alba,medicina,1
ES,llanos-de-tormes-los,medicina,1
ES,lleida,mecanica,645
ES,lleida,veterinario,383
ES,lleida,electricidad,197
ES,lleida,fontaneria,145
ES,lleida,medicina,47
ES,lleida,extranjeria,15
ES,lleida,carpinteria,6
ES,lleida,fiscal,3
ES,lleida,itv,3
ES,llombera,medicina,1
ES,lloret-de-mar,mecanica,54
ES,lloret-de-mar,fontaneria,37
ES,lloret-de-mar,electricidad,34
ES,lloret-de-mar,medicina,3
ES,lloret-de-mar,notario,1
ES,llucmajor,mecanica,14
ES,llucmajor,medicina,6
ES,llucmajor,fiscal,2
ES,llucmajor,electricidad,2
ES,llucmajor,carpinteria,2
ES,llucmajor,fontaneria,1
ES,llucmajor,notario,1
ES,lober,medicina,1
ES,lobera-de-la-vega,medicina,1
ES,lodares-de-osma,medicina,1
ES,lodoso,medicina,1
ES,logrono,veterinario,174
ES,logrono,medicina,116
ES,logrono,carpinteria,83
ES,logrono,mecanica,82
ES,logrono,fiscal,77
ES,logrono,psicologia,74
ES,logrono,fontaneria,66
ES,logrono,electricidad,65
ES,logrono,extranjeria,34
ES,logrono,itv,22
ES,logrono,notario,2
ES,loma-de-castrejon,medicina,1
ES,lomas,medicina,1
ES,lomba,medicina,1
ES,lomilla,medicina,1
ES,lomoviejo,medicina,1
ES,lorca,mecanica,51
ES,lorca,medicina,14
ES,lorca,itv,7
ES,lorca,electricidad,4
ES,lorca,fontaneria,4
ES,lorca,notario,2
ES,lorca,carpinteria,1
ES,lorenzana,medicina,5
ES,losa-la,medicina,1
ES,losacino,medicina,1
ES,losacio,medicina,1
ES,losada,medicina,1
ES,losadilla,medicina,1
ES,losana,medicina,1
ES,losana-de-piron,medicina,1
ES,losar-el,medicina,1
ES,losilla,medicina,1
ES,losilla-la,medicina,1
ES,lovingos,medicina,1
ES,lubia,medicina,1
ES,lubian,medicina,1
ES,lucena,medicina,2
ES,lucena,notario,2
ES,lucena,carpinteria,1
ES,lucena,itv,1
ES,lucillo,medicina,1
ES,luelmo,medicina,1
ES,luengos,medicina,1
ES,lugan,medicina,1
ES,lugo,veterinario,902
ES,lugo,medicina,142
ES,lugo,mecanica,28
ES,lugo,extranjeria,10
ES,lugo,fiscal,7
ES,lugo,itv,3
ES,lugo,carpinteria,3
ES,lugo,fontaneria,3
ES,lugo,psicologia,2
ES,lugo,notario,2
ES,lugo,electricidad,1
ES,lugueros,medicina,1
ES,lumbrales,medicina,3
ES,lumias,medicina,1
ES,lurda-la,medicina,1
ES,luyego-de-somoza,medicina,1
ES,machacon,medicina,1
ES,machorras-las,medicina,1
ES,macotera,medicina,5
ES,maderal-el,medicina,1
ES,maderuelo,medicina,1
ES,madrid,medicina,42485
ES,madrid,mecanica,4399
ES,madrid,veterinario,2511
ES,madrid,psicologia,1181
ES,madrid,fiscal,1100
ES,madrid,carpinteria,683
ES,madrid,electricidad,520
ES,madrid,extranjeria,473
ES,madrid,fontaneria,315
ES,madrid,itv,168
ES,madrid,notario,57
ES,madrid-de-las-caderechas,medicina,1
ES,madridanos,medicina,1
ES,madrigal-de-las-altas-torres,medicina,4
ES,madrigal-del-monte,medicina,2
ES,madrigalejo-del-monte,medicina,1
ES,madriguera,medicina,1
ES,madrona,medicina,1
ES,madronal,medicina,1
ES,madruedano,medicina,1
ES,maello,medicina,1
ES,magana,medicina,1
ES,magaz-de-abajo,medicina,2
ES,magaz-de-arriba,medicina,1
ES,magaz-de-cepeda,medicina,1
ES,magaz-de-pisuerga,medicina,2
ES,magazos,medicina,1
ES,mahamud,medicina,1
ES,mahide,medicina,1
ES,maillo-el,medicina,1
ES,maire-de-castroponce,medicina,1
ES,mairena-del-aljarafe,mecanica,5
ES,mairena-del-aljarafe,medicina,4
ES,mairena-del-aljarafe,notario,1
ES,mairena-del-aljarafe,carpinteria,1
ES,majadahonda,mecanica,93
ES,majadahonda,medicina,28
ES,majadahonda,extranjeria,6
ES,majadahonda,itv,3
ES,majadahonda,notario,1
ES,majadahonda,carpinteria,1
ES,malaga,medicina,241
ES,malaga,psicologia,146
ES,malaga,fiscal,128
ES,malaga,carpinteria,125
ES,malaga,mecanica,124
ES,malaga,extranjeria,105
ES,malaga,fontaneria,67
ES,malaga,electricidad,58
ES,malaga,itv,18
ES,malaga,notario,9
ES,malaga,veterinario,3
ES,malillos,medicina,2
ES,mallo-de-luna,medicina,1
ES,malpartida,medicina,1
ES,malpartida-de-corneja,medicina,1
ES,maltrana,medicina,1
ES,malva,medicina,1
ES,mamblas,medicina,1
ES,mambrilla-de-castrejon,medicina,1
ES,mambrillas-de-lara,medicina,1
ES,mamolar,medicina,1
ES,mamoles,medicina,1
ES,manacor,mecanica,21
ES,manacor,carpinteria,19
ES,manacor,electricidad,10
ES,manacor,medicina,10
ES,manacor,fontaneria,6
ES,manacor,itv,3
ES,mancera-de-abajo,medicina,1
ES,mancera-de-arriba,medicina,1
ES,manciles,medicina,1
ES,mancilleros,medicina,1
ES,manganeses-de-la-lampreana,medicina,1
ES,manganeses-de-la-polvorosa,medicina,1
ES,manjabalago,medicina,1
ES,manquillos,medicina,1
ES,manresa,mecanica,258
ES,manresa,electricidad,68
ES,manresa,fontaneria,58
ES,manresa,medicina,20
ES,manresa,itv,2
ES,manresa,psicologia,1
ES,manresa,notario,1
ES,manresa,carpinteria,1
ES,manresa,extranjeria,1
ES,mansilla-de-burgos,medicina,1
ES,mansilla-de-las-mulas,medicina,5
ES,mansilla-del-paramo,medicina,1
ES,mansilla-mayor,medicina,1
ES,mantinos,medicina,1
ES,manzanal-de-arriba,medicina,1
ES,manzanal-de-los-infantes,medicina,1
ES,manzanal-del-barco,medicina,1
ES,manzanal-del-puerto,medicina,1
ES,manzanedo,medicina,1
ES,manzanillo,abogado,4
ES,manzanillo,medicina,1
ES,manzano-el,medicina,1
ES,marana,medicina,1
ES,marazoleja,medicina,1
ES,marazovel,medicina,1
ES,marazuela,medicina,1
ES,marbella,medicina,14
ES,marbella,mecanica,11
ES,marbella,extranjeria,7
ES,marbella,fontaneria,4
ES,marbella,notario,3
ES,marbella,itv,1
ES,marbella,fiscal,1
ES,marbella,electricidad,1
ES,marbella,carpinteria,1
ES,marcilla-de-campos,medicina,1
ES,marialba-de-la-ribera,medicina,1
ES,marlin,medicina,1
ES,marmellar-de-abajo,medicina,1
ES,marne,medicina,1
ES,marquiz-de-alba,medicina,1
ES,marrubio,medicina,1
ES,martiago,medicina,1
ES,martialay,medicina,1
ES,martiherrero,medicina,2
ES,martillan,medicina,1
ES,martin-de-yeltes,medicina,1
ES,martin-miguel,medicina,1
ES,martin-munoz-de-la-dehesa,medicina,1
ES,martin-munoz-de-las-posadas,medicina,1
ES,martinamor,medicina,1
ES,martinez,medicina,1
ES,marugan,medicina,3
ES,marzales,medicina,1
ES,masueco,medicina,1
ES,mata-de-armuna-la,medicina,1
ES,mata-de-cuellar,medicina,1
ES,mata-de-ledesma-la,medicina,1
ES,mata-de-quintanar,medicina,1
ES,mata-del-paramo-la,medicina,1
ES,mata-la,medicina,1
ES,matabuena,medicina,1
ES,matacan,medicina,1
ES,matachana,medicina,2
ES,matadeon-de-los-oteros,medicina,1
ES,matalavilla,medicina,1
ES,matalebreras,medicina,2
ES,matallana-de-torio,medicina,1
ES,matallana-de-valmadrigal,medicina,2
ES,matalobos-del-paramo,medicina,1
ES,mataluenga,medicina,1
ES,matamala-de-almazan,medicina,2
ES,matanza-de-los-oteros,medicina,1
ES,matanza-de-soria,medicina,1
ES,matapozuelos,medicina,4
ES,mataro,mecanica,379
ES,mataro,electricidad,112
ES,mataro,fontaneria,93
ES,mataro,medicina,8
ES,mataro,notario,1
ES,matarrosa-del-sil,medicina,1
ES,matellanes,medicina,1
ES,matilla-de-arzon,medicina,1
ES,matilla-de-la-vega,medicina,1
ES,matilla-de-los-canos-del-rio,medicina,1
ES,matilla-la,medicina,1
ES,matilla-la-seca,medicina,1
ES,matute-de-almazan,medicina,1
ES,mave,medicina,1
ES,maya-la,medicina,1
ES,mayorga,medicina,5
ES,mazagatos,medicina,1
ES,mazalvete,medicina,1
ES,mazariegos,medicina,1
ES,mazateron,medicina,1
ES,mazuecos-de-valdeginate,medicina,1
ES,mazuela,medicina,1
ES,mazuelo-de-muno,medicina,1
ES,mecerreyes,medicina,1
ES,mediana-de-voltoya,medicina,1
ES,medina-de-pomar,medicina,25
ES,medina-de-rioseco,medicina,18
ES,medina-del-campo,medicina,74
ES,medinaceli,medicina,1
ES,medinilla,medicina,1
ES,medinilla-de-la-dehesa,medicina,1
ES,medulas-las,medicina,1
ES,megeces,medicina,1
ES,meizara,medicina,1
ES,melgar-de-abajo,medicina,1
ES,melgar-de-arriba,medicina,1
ES,melgar-de-fernamental,medicina,3
ES,melgar-de-tera,medicina,1
ES,melgar-de-yuso,medicina,1
ES,melgosa,medicina,1
ES,melida,medicina,1
ES,melilla,medicina,10
ES,melilla,itv,3
ES,melilla,psicologia,2
ES,melilla,mecanica,1
ES,mellanes,medicina,1
ES,melque-de-cercos,medicina,1
ES,membibre-de-la-hoz,medicina,1
ES,membribe-de-la-sierra,medicina,1
ES,meneses-de-campos,medicina,1
ES,mengamunoz,medicina,1
ES,mercadillo,medicina,1
ES,merida,medicina,40
ES,merida,mecanica,38
ES,merida,extranjeria,6
ES,merida,carpinteria,2
ES,merida,itv,2
ES,merida,fiscal,1
ES,merida,psicologia,1
ES,mesegar-de-corneja,medicina,1
ES,mezquetillas,medicina,1
ES,micereces-de-tera,medicina,1
ES,micieces-de-ojeda,medicina,1
ES,mieza,medicina,1
ES,miguel-ibanez,medicina,1
ES,miguelanez,medicina,1
ES,mijares,medicina,1
ES,mijas,mecanica,11
ES,mijas,medicina,7
ES,mijas,carpinteria,1
ES,mijas,itv,1
ES,mijas,notario,1
ES,mijas,fiscal,1
ES,milagros,medicina,1
ES,milano-el,medicina,1
ES,milla-de-tera,medicina,1
ES,milla-del-paramo-la,medicina,1
ES,milla-del-rio-la,medicina,1
ES,milles-de-la-polvorosa,medicina,1
ES,minambres-de-la-valduerna,medicina,1
ES,minana,medicina,1
ES,minanes,medicina,1
ES,mingorria,medicina,1
ES,mino-de-medinaceli,medicina,1
ES,mino-de-san-esteban,medicina,1
ES,miranda-de-azan,medicina,2
ES,miranda-de-duero,medicina,1
ES,miranda-de-ebro,medicina,70
ES,miranda-del-castanar,medicina,1
ES,miraveche,medicina,1
ES,miron-el,medicina,1
ES,mironcillo,medicina,1
ES,miruena-de-los-infanzones,medicina,1
ES,mislata,mecanica,38
ES,mislata,electricidad,2
ES,mislata,fontaneria,2
ES,mislata,extranjeria,1
ES,mislata,medicina,1
ES,mislata,notario,1
ES,mislata,carpinteria,1
ES,moarves-de-ojeda,medicina,1
ES,modubar-de-la-cuesta,medicina,1
ES,modubar-de-la-emparedada,medicina,1
ES,modubar-de-san-cibrian,medicina,1
ES,mogarraz,medicina,1
ES,mogatar,medicina,1
ES,mojados,medicina,8
ES,molacillos,medicina,1
ES,moldes,medicina,1
ES,moldones,medicina,1
ES,molezuelas-de-la-carballeda,medicina,1
ES,molina-de-segura,mecanica,27
ES,molina-de-segura,itv,6
ES,molina-de-segura,medicina,5
ES,molina-de-segura,notario,1
ES,molina-de-segura,extranjeria,1
ES,molina-de-ubierna-la,medicina,1
ES,molinaferrera,medicina,1
ES,molinaseca,medicina,1
ES,molinillo,medicina,1
ES,molinos-de-duero,medicina,1
ES,molinos-de-razon,medicina,1
ES,mollet-del-valles,mecanica,76
ES,mollet-del-valles,fontaneria,35
ES,mollet-del-valles,electricidad,35
ES,mollet-del-valles,notario,1
ES,mombeltran,medicina,3
ES,momblona,medicina,1
ES,mombuey,medicina,3
ES,monasterio-de-rodilla,medicina,1
ES,monasterio-de-vega,medicina,1
ES,moncalvillo,medicina,1
ES,monfarracinos,medicina,2
ES,monforte-de-la-sierra,medicina,1
ES,monleon,medicina,1
ES,monleras,medicina,1
ES,monsagro,medicina,1
ES,monsalupe,medicina,1
ES,montamarta,medicina,2
ES,monteagudo-de-las-vicarias,medicina,2
ES,montealegre,medicina,2
ES,montejo,medicina,2
ES,montejo-de-arevalo,medicina,1
ES,montejo-de-la-vega-de-la-serrezuela,medicina,1
ES,montejo-de-tiermes,medicina,1
ES,montejos-del-camino,medicina,2
ES,montemayor-de-pililla,medicina,1
ES,montemayor-del-rio,medicina,1
ES,montenegro-de-cameros,medicina,1
ES,monterrubio,medicina,1
ES,monterrubio-de-armuna,medicina,1
ES,monterrubio-de-la-demanda,medicina,1
ES,monterrubio-de-la-sierra,medicina,1
ES,montorio,medicina,1
ES,montuenga,medicina,2
ES,montuenga-de-soria,medicina,1
ES,monumenta,medicina,1
ES,monzon-de-campos,medicina,2
ES,mora-de-luna,medicina,1
ES,moradillo-de-roa,medicina,1
ES,moral-de-hornuez,medicina,1
ES,moral-de-la-reina,medicina,1
ES,moral-de-sayago,medicina,1
ES,moral-del-condado,medicina,1
ES,moraleja-de-coca,medicina,1
ES,moraleja-de-cuellar,medicina,1
ES,moraleja-de-las-panaderas,medicina,1
ES,moraleja-de-matacabras,medicina,1
ES,moraleja-de-sayago,medicina,1
ES,moraleja-del-vino,medicina,3
ES,morales-de-campos,medicina,1
ES,morales-de-rey,medicina,1
ES,morales-de-toro,medicina,3
ES,morales-de-valverde,medicina,1
ES,morales-del-arcediano,medicina,1
ES,morales-del-vino,medicina,7
ES,moralina,medicina,1
ES,moranuela,medicina,1
ES,morasverdes,medicina,1
ES,moratinos,medicina,1
ES,moratones,medicina,1
ES,morcuera,medicina,1
ES,moreruela-de-los-infanzones,medicina,1
ES,moreruela-de-tabara,medicina,1
ES,morgovejo,medicina,1
ES,morilla-de-los-oteros,medicina,1
ES,morille,medicina,1
ES,morinigo,medicina,1
ES,moriscos,medicina,1
ES,morla-de-la-valderia,medicina,1
ES,moron-de-almazan,medicina,2
ES,moronta,medicina,1
ES,morriondo,medicina,1
ES,moscas-del-paramo,medicina,1
ES,moslares-de-la-vega,medicina,1
ES,mostoles,mecanica,369
ES,mostoles,medicina,84
ES,mostoles,fiscal,81
ES,mostoles,electricidad,54
ES,mostoles,psicologia,54
ES,mostoles,carpinteria,50
ES,mostoles,extranjeria,17
ES,mostoles,fontaneria,13
ES,mostoles,itv,12
ES,mota-del-marques,medicina,1
ES,motril,mecanica,61
ES,motril,extranjeria,59
ES,motril,medicina,58
ES,motril,fiscal,35
ES,motril,psicologia,13
ES,motril,carpinteria,10
ES,motril,electricidad,6
ES,motril,itv,3
ES,motril,notario,2
ES,moveros,medicina,1
ES,mozar,medicina,1
ES,mozarbez,medicina,2
ES,mozoncillo,medicina,3
ES,mozoncillo-de-juarros,medicina,1
ES,mozondiga,medicina,1
ES,mozos-de-cea,medicina,1
ES,mucientes,medicina,1
ES,muda,medicina,1
ES,mudarra-la,medicina,1
ES,mudrian,medicina,1
ES,muelas-de-los-caballeros,medicina,1
ES,muelas-del-pan,medicina,1
ES,muga-de-alba,medicina,1
ES,muga-de-sayago,medicina,2
ES,munana,medicina,2
ES,munecas,medicina,1
ES,munez,medicina,1
ES,munico,medicina,1
ES,munogalindo,medicina,1
ES,munogrande,medicina,1
ES,munomer-del-peco,medicina,1
ES,munopedro,medicina,1
ES,munopepe,medicina,1
ES,munosancho,medicina,1
ES,munotello,medicina,1
ES,munoveros,medicina,1
ES,munoyerro,medicina,1
ES,munoz,medicina,1
ES,murcia,veterinario,894
ES,murcia,mecanica,312
ES,murcia,medicina,299
ES,murcia,psicologia,143
ES,murcia,fiscal,106
ES,murcia,electricidad,92
ES,murcia,extranjeria,61
ES,murcia,carpinteria,43
ES,murcia,fontaneria,38
ES,murcia,itv,29
ES,murcia,notario,4
ES,murias-de-paredes,medicina,1
ES,murias-de-rechivaldo,medicina,1
ES,muriel-de-la-fuente,medicina,1
ES,muriel-de-zapardiel,medicina,1
ES,muriel-viejo,medicina,1
ES,muro,medicina,1
ES,nafria-de-ucero,medicina,1
ES,narayola,medicina,1
ES,naron,mecanica,25
ES,naron,extranjeria,7
ES,naron,medicina,7
ES,naron,fiscal,6
ES,naron,psicologia,4
ES,naron,carpinteria,4
ES,naron,itv,3
ES,naron,electricidad,2
ES,narrillos-de-san-leonardo,medicina,1
ES,narrillos-del-alamo,medicina,1
ES,narrillos-del-rebollar,medicina,1
ES,narros,medicina,1
ES,narros-de-cuellar,medicina,1
ES,narros-de-matalayegua,medicina,1
ES,narros-de-salduena,medicina,1
ES,narros-del-castillo,medicina,1
ES,narros-del-puerto,medicina,1
ES,nava-de-arevalo,medicina,1
ES,nava-de-bejar,medicina,1
ES,nava-de-francia,medicina,1
ES,nava-de-la-asuncion,medicina,15
ES,nava-de-mena,medicina,1
ES,nava-de-roa,medicina,1
ES,nava-de-sotrobal,medicina,1
ES,nava-del-barco,medicina,1
ES,nava-del-rey,medicina,3
ES,nava-la,medicina,1
ES,navacarros,medicina,1
ES,navacepeda-de-tormes,medicina,1
ES,navacepedilla-de-corneja,medicina,1
ES,navadijos,medicina,1
ES,navaescurial,medicina,1
ES,navafria,medicina,1
ES,navahondilla,medicina,3
ES,navalacruz,medicina,1
ES,navalcaballo,medicina,1
ES,navaleno,medicina,2
ES,navales,medicina,1
ES,navalguijo,medicina,1
ES,navalilla,medicina,1
ES,navalmahillo,medicina,1
ES,navalmanzano,medicina,1
ES,navalmoral,medicina,1
ES,navalmoral-de-bejar,medicina,1
ES,navalonguilla,medicina,1
ES,navalosa,medicina,1
ES,navalperal-de-pinares,medicina,1
ES,navalperal-de-tormes,medicina,1
ES,navalsauz,medicina,1
ES,navaluenga,medicina,7
ES,navamediana,medicina,1
ES,navamorales,medicina,1
ES,navamorisca,medicina,1
ES,navamunana,medicina,1
ES,navamures,medicina,1
ES,navandrinal,medicina,1
ES,navaquesera,medicina,1
ES,navares-de-ayuso,medicina,1
ES,navares-de-en-medio,medicina,2
ES,navares-de-las-cuevas,medicina,1
ES,navarredonda-de-gredos,medicina,2
ES,navarredonda-de-la-rinconada,medicina,1
ES,navarredondilla,medicina,1
ES,navarrevisca,medicina,1
ES,navas-de-bureba,medicina,1
ES,navas-de-oro,medicina,4
ES,navas-de-riofrio,medicina,1
ES,navas-de-san-antonio,medicina,1
ES,navas-del-marques-las,medicina,15
ES,navas-del-pinar,medicina,1
ES,navasfrias,medicina,1
ES,navatalgordo,medicina,1
ES,navatejares,medicina,1
ES,navatejera,medicina,7
ES,navianos-de-alba,medicina,1
ES,navianos-de-la-vega,medicina,1
ES,navianos-de-valverde,medicina,1
ES,nebreda,medicina,1
ES,negredo-el,medicina,1
ES,negrilla-de-palencia,medicina,1
ES,neila,medicina,1
ES,neila-de-san-miguel,medicina,1
ES,nepas,medicina,1
ES,nieva,medicina,1
ES,niharra,medicina,1
ES,nistal,medicina,1
ES,noceda,medicina,2
ES,nocedo-de-gordon,medicina,1
ES,nofuentes,medicina,1
ES,nogal-de-las-huertas,medicina,1
ES,nogales-de-pisuerga,medicina,1
ES,nogar,medicina,1
ES,nogarejas,medicina,2
ES,noharre,medicina,1
ES,nolay,medicina,1
ES,nomparedes,medicina,1
ES,nora-del-rio-la,medicina,1
ES,noviales,medicina,1
ES,noviercas,medicina,1
ES,nueva-villa-de-las-torres,medicina,1
ES,nuevo-francos,medicina,1
ES,nuevo-naharros,medicina,1
ES,nuez,medicina,1
ES,nuez-de-abajo-la,medicina,1
ES,ocenilla,medicina,1
ES,ochando,medicina,1
ES,odollo,medicina,1
ES,oencia,medicina,1
ES,ojos-albos,medicina,1
ES,olea-de-boedo,medicina,1
ES,olivares-de-duero,medicina,1
ES,olleros-de-alba,medicina,1
ES,olleros-de-sabero,medicina,1
ES,olleros-de-tera,medicina,1
ES,olmedillo-de-roa,medicina,1
ES,olmedo,medicina,12
ES,olmedo-de-camaces,medicina,1
ES,olmillo-el,medicina,1
ES,olmillos,medicina,1
ES,olmillos-de-castro,medicina,1
ES,olmillos-de-muno,medicina,1
ES,olmillos-de-sasamon,medicina,1
ES,olmillos-de-valverde,medicina,1
ES,olmo-de-la-guarena,medicina,1
ES,olmos-de-atapuerca,medicina,1
ES,olmos-de-esgueva,medicina,1
ES,olmos-de-ojeda,medicina,1
ES,olmos-de-penafiel,medicina,1
ES,olmos-de-pisuerga,medicina,1
ES,olombrada,medicina,1
ES,olot,mecanica,106
ES,olot,fontaneria,32
ES,olot,electricidad,31
ES,olot,medicina,5
ES,olot,carpinteria,3
ES,olot,itv,3
ES,olot,fiscal,1
ES,olot,notario,1
ES,olvega,medicina,14
ES,omanas-las,medicina,1
ES,ona,medicina,4
ES,onamio-y-poblado-m-s-p,medicina,1
ES,oncala,medicina,1
ES,ontalvilla-de-almazan,medicina,1
ES,onzonilla,medicina,2
ES,oquillas,medicina,1
ES,orbada-la,medicina,1
ES,orbaneja-del-castillo,medicina,1
ES,orbaneja-riopico,medicina,1
ES,orbita,medicina,1
ES,ordejon-de-arriba-o-san-juan,medicina,1
ES,orellan,medicina,1
ES,orihuela,mecanica,152
ES,orihuela,medicina,14
ES,orihuela,carpinteria,12
ES,orihuela,extranjeria,9
ES,orihuela,electricidad,7
ES,orihuela,fiscal,5
ES,orihuela,fontaneria,4
ES,orihuela,itv,2
ES,orihuela,notario,1
ES,orillares,medicina,1
ES,ortigosa-de-pestano,medicina,1
ES,ortigosa-de-rioalmar,medicina,1
ES,ortigosa-del-monte,medicina,2
ES,oseja-de-sajambre,medicina,1
ES,osma,medicina,1
ES,oso-el,medicina,1
ES,osona,medicina,1
ES,osornillo,medicina,1
ES,osorno,medicina,5
ES,oteo,medicina,1
ES,otero-de-bodas,medicina,1
ES,otero-de-escarpizo,medicina,1
ES,otero-de-guardo,medicina,1
ES,otero-de-herreros,medicina,2
ES,otero-de-las-duenas,medicina,1
ES,otero-de-los-centenos,medicina,1
ES,otero-de-naraguantes,medicina,1
ES,oteros-de-boedo,medicina,1
ES,oteruelo-de-la-valdoncina,medicina,1
ES,oteruelo-de-la-valduerna,medicina,1
ES,oteruelo-de-la-vega,medicina,1
ES,otones-de-benjumea,medicina,1
ES,oviedo,veterinario,791
ES,oviedo,mecanica,334
